City,Tags,State,Old_age,Young_age,link 1,Avg Expense Per Day,historical & heritage,city,pilgrimage,hill station,beach,lake & backwater,adventure / trekking,wildlife,waterfall,nature & scenic,keys,description
Ajmer,Historical & Heritage |  Pilgrimage,Rajasthan,1,0,https://www.holidify.com/places/ajmer/,1551,1,0,1,0,0,0,0,0,0,0,ajmer,"  Surrounded by Aravali ranges, the city of Ajmer is most famous for the Ajmer Sharif Dargah of saint Muin-ud-din Chishti. Located at a distance of 130 km from Jaipur and 14 kms from Pushkar in Rajasthan, the city is firmly bound by its traditions and culture. Ajmer has a unique charm which lies in the ethos and craftsmanship practised over centuries. Visit Ajmer to witness the exquisite Mughal architecture set in an aura of spirituality. The city is also a renowned religious spot for Jains because of Golden Jain Temple. During the festival of Urs, commemorating the death anniversary of Saint Moinuddin Chishti, believers from across the globe throng the city. A lot of travellers visiting Pushkar stop by Ajmer and make a day trip. Ajmer has also been selected as one of the heritage cities for the HRIDAY (Heritage City Development and Augmentation Yojana) scheme of the Government of India. "
Kochi,Beach |  City,Kerala,0,1,https://www.holidify.com/places/kochi/,2128,0,1,0,0,1,0,0,0,0,0,kochi,"  Situated on the south-west coast of India, Kochi or Cochin is a bustling commercial port city with a trading history that dates back to at least 600 years. Called as the Queen of the Arabian Sea, the city is the financial, commercial and industrial capital of Kerala. A gaggle of islands interconnected by ferries, this cosmopolitan town has upmarket stores, art galleries and some of the finest heritage accommodations. In a true vintage-meets-future fashion, pubs, restaurants, shopping hubs and futuristic stores crowd Ernakulum, Jew Town and Fort Kochi while palaces, beaches, temples and heritage sites marking their presence too. Kochi is also an important place to see Kathakali and Kalarippayattu performances and annual Biennale Festival."
Kedarnath,Pilgrimage |  Adventure / Trekking,Uttarakhand,1,1,https://www.holidify.com/places/kedarnath/,2249,0,0,1,0,0,0,1,0,0,0,kedarnath,"  Located on the Garhwal Himalayan Range in the Rudraprayag District, Kedarnath is one of the most sacred temples and the holiest Hindu pilgrimages in India. A part of Chhota Char Dham Yatra in Uttarakhand, Kedarnath is the most important among the 12 Jyotirlingas in India dedicated to Lord Shiva. Kedarnath Temple can only be reached from Gaurikund through a trek and remains open only for six months from April to November, due to heavy snowfall in the region the rest of the months. During the winters from November to May, the diety is shifted from Kedarnath Temple to Ukhitmath and is worshipped there. Kedar is another name of Lord Shiva, the protector, and the destroyer, and it's believed that a journey to Kedarnath provides one ""Moksha"" or salvation. Set amidst the snow-clad mountains near Chorabari Glacier with Mandakini River flowing in front of it, Kedarnath witnesses lakhs of devotees every year due to its religious significance. The present Kedarnath Temple is believed to be re-constructed by Adi Shankaracharya, initially built by the Pandavas thousand years ago from enormous stone slabs over a large rectangular dais."
Shivanasamudra Falls,Waterfall,Karnataka,0,1,https://www.holidify.com/places/shivanasamundram/,4237,0,0,0,0,0,0,0,0,1,0,shivanasamundram,"  Situated on the banks of river Kaveri, Shivanasamudra is primarily a hydropower project location but has gotten massive attention for its stunning waterfalls. Literally translating to 'Shiva's Sea', Shuvanasamudra is a picturesque town with rocky terrain and gushing waterfalls and is a popular tourist destination with Gaganachukki and Barachukki waterfalls being the ones you don't want to miss. Tourists enjoy the calm town amongst the roar of the cascading waters and the view from the vantage point. This calmness is infused with subtle hints of spirituality, given the Ranganatha temple here, which attracts pilgrims. The Cauvery Wildlife Sanctuary is another important attraction here and is popular if you want to go fishing and trekking. There is parking available at the vantage point and a well-maintained place with many benches and steps which take you to many levels of vantage points. Since it's a waterfall, it is best to visit during monsoons as it'd be in its more glorious state. Beware of the monkeys at the vantage point as they tend to get a bit playful and sometimes will grab your belongings. So avoid wearing jewellery and keep your wallets in your pockets and bags. There is a scarcity of restaurants near the vantage point. You'd have to go to the town for that. "
Bhubaneswar,City,Odisha,0,1,https://www.holidify.com/places/bhubaneswar/,2402,0,1,0,0,0,0,0,0,0,0,bhubaneswar,"  Bhubaneswar, the temple city of India, once known for its architecture and grand temples, is presently a thriving centre for commerce and business. Bhubaneshwar is an ancient city replete with beautiful historic temples which attract pilgrims and tourists from all over the country. The name of the city literally means Lord of the Universe, rightly reflected in the number of temples here and the religious fervor of its locals. This is now a bustling city where the history is beautifully intertwined with its modern and progressive present. Bhubaneshwar being the centre for religious tourism has a number of majestic temples built centuries ago which have still retained their original over all these years. Among them the Lingaraj temple and the Parasurameswara temple are must-visits and attract tourists for all parts of the country."
Lonavala,Hill Station,Maharashtra,0,1,https://www.holidify.com/places/lonavala/,5398,0,0,0,1,0,0,0,0,0,0,lonavala,"  Situated in the Sahyadri range of the Western Ghats close to Pune and Mumbai, Lonavala is the most visited hill station in Maharashtra and the place to be during monsoons. With lots of waterfalls, lakes and hills around, it is a popular destination for camping, trekking and other adventure sports. Surrounded by dense forests, waterfalls, and dam alongside lakes, it is a must-visit if you admire nature. Located at an elevation of 624 m above sea level, Lonavala is one of the twin hill stations - Lonavala and Khandala (these two can be easily visited together). The popular tourist attractions in Lonavala are Bhaja caves, Bushi dam, Karla caves, Rajmachi fort, Ryewood lake, among others. Lonavala is also popular for the treks like the Andharban trek that starts from a village called Pimpri and ends in Bhira.Lonavala is famous for its production of the hard candy chikki which is a sweet eatable thing made from different nuts mixed with jaggery. It is also a major stop on the railway line which connects Mumbai and Pune."
Tadoba National Park,Wildlife,Maharashtra,1,1,https://www.holidify.com/places/tadoba/,5593,0,0,0,0,0,0,0,1,0,0,tadoba,"  Famous for its natural heritage, Tadoba Andhari Tiger Reserve is definitely one of India's most exciting and best protected Tiger Reserve, with most visible tiger sightings in the state of Maharashtra Tadoba national park is located in Chandrapur district of Maharashtra. This place is an ideal weekend gateway for wildlife and nature lovers. Spotted in this region are rare species of flora and fauna, soothing your very being. Tadoba is famous for Tadoba national park, Tadoba-Andhari Tiger Reserve, Tadoba lake, Erai dam, Moharli and Khosla village. These attractions serves the tourists of an enchanting wildlife experience."
Valley Of Flowers,Nature & Scenic |  Adventure / Trekking,Uttarakhand,0,1,https://www.holidify.com/places/valley-of-flowers/,3500,0,0,0,0,0,0,1,0,0,1,valley-of-flowers,"  Valley of Flowers is located in Chamoli district (near Badrinath) of Uttarakhand, approximately 300 km to the north of Rishikesh. This is a picturesque national park, gracing the beauty of Western Himalayas.  Valley of flowers was discovered in 1931 and is a World Heritage Site for its wild untamed blooms surrounded by white peaks. At the meeting point of the Himalayan ranges, Zanskar and Western and Eastern Himalayas, the valley of flowers discovered by Mountaineer Frank S Smith in 1931 has been declared a world heritage site for its wild untamed blooms surrounded by white peaks. Famous for its exotic varieties of medicinal herbs, it is also believed that Hanuman brought Sanjivani to the ailing Lakshmana from the valley of flowers. A perfect place to laze around the umpteen number of Himalayan water-falls, streams and paddocks and let the beauty of the place sink in."
Vizag,Beach |  City |  Nature & Scenic,Andhra Pradesh,0,1,https://www.holidify.com/places/visakhapatnam/,1992,0,1,0,0,1,0,0,0,0,1,visakhapatnam,"  Visakhapatnam, also commonly known as Vizag, is one of the oldest port cities in the country. Situated in the heart of Andhra Pradesh, Visakhapatnam is known for its picturesque beaches and serene landscape, as well as a rich cultural past. The port of Visakhapatnam is renowned for being home to the oldest shipyard in all of India. Located a short distance away from Visakhapatnam is Araku Valley, one of the prime attractions of Vizag. Situated at a lofty 910 metres above sea level, Araku Valley is a hill station replete with gushing waterfalls, crystal clear streams, lush green gardens and some challenging trekking trails. Vizag is dotted with many beaches along its coastline, with the most famous one being the Yarada Beach. One of the most stunning places to see in all of Visakhapatnam, Yarada beach is surrounded by majestic hills on three sides, and by the Bay of Bengal on the other side. One of the best things about Vizag’s beaches is that they are a lot cleaner and a lot less crowded than other famous beaches along the Indian coastline, and Yarada beach is no exception. It is the perfect place to sit back on the golden sands and witness a marvellous sunrise or sunset. If you’re a history lover, the Borra Caves are one of the best tourist attractions that Vizag has to offer for you. Nestled amidst the Ananthagiri Hills in Araku Valley, the Borra Caves are over thousands of years old and are the biggest among all the caves found in India. Made entirely of natural karstic limestone, the caves are kaleidoscopic in nature, and the light falling on the rocks coupled with the waterfalls creates an extremely colourful effect, lending an aura of magic and mysticism to the entire ambience. The Katiki Waterfalls, situated a short distance away from the Borra Caves, is a gushing waterfall that measures around 50 feet in height and is completely surrounded by the lush greenery of the valley. The crystal-clear water cascading down the rocks, bordered by the gleaming green foliage is a sight for sore eyes. Being a coastal area, the primary cuisine of Visakhapatnam includes seafood, as well as traditional Andhra South Indian cuisine.  While Visakhapatnam is not exactly renowned for being a shopping destination, you will still find a lot of things that you can take back home. You can purchase a wide variety of stuff starting from handicrafts to Kalamkari paintings to wooden toys to even gorgeous Pochampalli and Ikat sarees."
Pelling,Hill Station,Sikkim,0,1,https://www.holidify.com/places/west-sikkim/,1966,0,0,0,1,0,0,0,0,0,0,west-sikkim,"  West Sikkim, located at the foothills of Mount Kanchenjunga, offers one of the best views of Southeast face of Mt. Kangchenjunga. West Sikkim offers one of the best views of the south-east face of Mt. Kangchenjunga. This place is also famous for few of the oldest and holiest Buddhist Monasteries of the world. With the beautiful amalgamation of nature and religious history, the calm and peaceful environment of Pelling makes it a famous tourist destination in Sikkim. West Sikkim owes its tranquillity and calmness to the beautiful and age-old monasteries like Sangachoeling and Pemayansgtse Monasteries. The Kchehepalri Lake, situated in the midst of a dense forest is considered holy and is mesmerising to devotees and tourists alike."
Dandeli,Adventure / Trekking,Karnataka,0,1,https://www.holidify.com/places/dandeli/,3170,0,0,0,0,0,0,1,0,0,0,dandeli,"  Located on the Western Ghats of Uttara Karnataka, Dandeli is bestowed with the lush green forests and lies on the banks of the Kali river. Known for its many fantastic adventure opportunities, Dandeli is a hub for river rafting on river kali . Adventure seekers have many options such as mountain biking, trekking, cycling, kayaking and canoeing. The Dandeli Wildlife Sanctuary is another exciting element that Dandeli has to offer.  This is perfect for nature lovers too as they can spot Bisons and Black Panthers here as well as be amidst beautiful flora as well. Dandeli has famous attractions here like the Kavla Caves, Ulavi Temple, Satholi Falls and the famous Sykes Point which gives tourists a breathtaking view of Dandeli. Camping is a popular activity here and there are plenty of operators here that provide fantastic services and memorable experiences to the guests."
Badrinath,Pilgrimage,Uttarakhand,1,0,https://www.holidify.com/places/badrinath/,2500,0,0,1,0,0,0,0,0,0,0,badrinath,"  Perched on the Garhwal hill tracks, near Alaknanda River, Badrinath is situated in the Chamoli district of Uttarakhand. Badrinath is known for the sacred Badrinath Temple dedicated to Lord Vishnu. It is one of the four Char Dham and Chota Char Dham pilgrimage yatras and is one of the most visited pilgrimages in India. Placed between Nar and Narayan mountain ranges, Badrinath Temple is situated in the backdrop of the mighty Neelkanth mountain and is known for stunning natural beauty. Situated at the height of 10,279 feet, the Badrinath Temple is believed to be originally established by the saint, Adi Shankaracharya. The temple houses a black stone idol of Lord Vishnu which is 1m tall and is considered to be one of the 8 swayam vyakta kshetras or self-manifested statues of Vishnu. It also finds its mention in the 108 Divya Desams devoted to Lord Vishnu in India.Badrinath Temple remains closed for six months from November to April each year. The temple is closed for worship on the auspicious day of bhatridwityia in October. On the day of the closure, an Akhanda Jyoti lamp is lit to last for six months and the image of Badrinath is transferred to Narasimha temple at Jyotirmath. Badrinath reopens on Akshaya Tritiya, an auspicious day in April every year.Badrinath Temple has a Tapt Kund, a hot sulphur spring which is considered to have medicinal values. River Alaknanda is known to originate from here. The vibrant festivals of Mata Murti Ka Mela and the Badri Kedar Festival give you another reason to visit the temple. Badrinath is accessible by road and therefore driving up to this pilgrim spot is not difficult. "
Bikaner,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/bikaner/,2259,1,0,0,0,0,0,0,0,0,0,bikaner,"  Located in the midst of Thar Desert, Bikaner is a ""cultural paradise and a traveller's haven"". Bikaner with its magnificence in architecture, art and culture is filled with colour, festivity and cultural marvels.The city will mesmerize you with the camels sauntering the beautiful sand dunes, its ancient palaces and forts. Rightly called as one of the three great desert kingdoms of Rajasthan, the dazzling city boasts of old-world charm, opulent havelis and depicts a pleasing bygone era of the Rajputs. Best known as the ""camel country"" for breeding some best-known riding camels, Bikaner also happens to house one of the only two models of the biplane used by the British in World War 1. Sand Dunes and the Desert Safari are among major attractions. Bikaner is also famous for hosting the international Camel festival which draws tourists from the world over. Other attractions here include experiencing delicacies such as Thandai, Bhujias, shopping for the fascinating Ivory and Lacquer items or simply witnessing the immense heritage taking the form of wall paintings and arts and crafts in the area."
Chidambaram,Historical & Heritage |  Pilgrimage,Tamil Nadu,1,0,https://www.holidify.com/places/chidambram/,2571,1,0,1,0,0,0,0,0,0,0,chidambram,"  A beautiful temple town in the Cuddalore District of Tamil Nadu, Chidamabaram is famous for housing the marvellous Lord Nataraja Temple and the famed chariot festival. Situated 250 kms away from the city of Chennai, Chidambaram has been a place of architectural glory and religious importance since antiquity. It has been ruled by several dynasties over time namely Cholas, Pandyas, Vijayanagar rulers, Marathas and the British. Due to the cultural influences, it boasts of a rich heritage and traditions. It is famous for its many temples which are a marvellous rendition of the Dravidian style of architecture and a beautiful representation of Dravidian culture. Apart from its authentic history, the town is a slice of paradise for nature lovers and bird watchers. Pichavaram backwater is one of the many highlights of this region. For tourists, Chidambaram is all about relishing nature's beauty and soaking up the spirituality ambience."
Guwahati,City,Assam,0,0,https://www.holidify.com/places/guwahati/,1785,0,1,0,0,0,0,0,0,0,0,guwahati,"  Famously regarded as the gateway to North-East India, Guwahati is the largest city in the state of Assam. It is also the largest metropolis in the entire North-Eastern region of India, making it the most preferred staging point to other destinations in the region. Sandwiched by the river Brahmaputra on one side and the Shillong Plateau on the other, this city was formerly known as Pragjyotishpura. The name Guwahati is derived from the union of two Assamese words - ‘Guwa’ meaning Areca Nut and ‘Haat’ meaning market. The capital of the state of Assam, Dispur, is located within Guwahati. Serviced by Lokpriya Gopinath International Airport towards the west and India’s first fully solar-powered railway station at its heart, the city is well connected to other regions of the state and India. Millions of people each year traverse through the city for their livelihood, travels or for religious purposes. Kamakhya Temple, located at the top of the Nilachal Hill and dedicated to Goddess Kamakhya, plays host to thousands of devotees each day. Lakhs of pilgrims and tourists throng to this holy site during the Ambubachi Mela each year. Apart from the Temple of Kamakhya, other sacred temples such as Umananda and Navagraha are also present in the city.Guwahati has been one of the frontrunners in terms of Education in the North-Eastern Region of India. It houses some of the best-rated institutions in the country, namely Indian Institute of Guwahati (IITG) and Guwahati Medical College (GMC) in the fields of engineering and medicine respectively. Subsequently, the recent influx of more students and scholars has led to the betterment of infrastructure and modern-day amenities in the city. The two major roads - G.S Road and R.G Baruah Road, houses many malls, restaurants and theatres, thus forming the major entertainment and shopping hub in this rising cosmopolitan."
Dalhousie,Hill Station,Himachal Pradesh,0,1,https://www.holidify.com/places/dalhousie/,2941,0,0,0,1,0,0,0,0,0,0,dalhousie,"  The tiny tinsel town of Dalhousie is a paradise tucked away in the lap of Himachal Pradesh. It boasts of old-world charm, mesmerising natural landscapes, pine-clad valleys, flower-bedecked meadows, fast-flowing rivers and magnificent misty mountains. This hill station was one of the favourite summer destinations of the Britishers during the Indian colonial era. The Scottish and Victorian architecture reminds you of its colonial heritage while the wispy air continues to hone British aromas. Situated far from the buzzing cities in the country, this quaint town transports you to a pollution-free environment in the lap of nature. Dalhousie has a number mountains and river streams that tourists must visit. Among them, the most famous are Panch Pulla, Satdhara Falls and the Daikund peak."
Pune,Historical & Heritage |  City,Maharashtra,1,0,https://www.holidify.com/places/pune/,3083,1,1,0,0,0,0,0,0,0,0,pune,"  Pune is a bustling metropolis of Maharashtra, ranked number one in India in the ease of living. Often referred to as the Oxford of the East, it is a hub of diverse people and activities and is in rapidly growing into one of the top metropolitan cities in the country. Pune is a city that perfectly blends modernity with tradition sprinkled with colonial-era charm, and it deserves the title of being the cultural capital of Maharashtra. Behind the modern commercialized façade of Pune lies the roots of ancient Poona, which gave birth to the Maratha Empire and had a very crucial role to play in the history of India’s independence. Pune is globally known for the Osho Ashram which attracts followers from all over the world. Dotted with palaces and temples, the most important of these are the Shaniwar Wada palace and the Aga Khan Palace. To experience the grandiose of Maratha architecture coupled with stunning views of the Sahyadris, the Singhagad fort is a must-visit tourist attraction. Due to its alluring location on the Bhuleshwar Range of the Sahyadri Mountains, it offers excellent trekking trails to the top of the cliffs. While Pune has plenty of eating options, ranging from street food to high-class restaurants where one can enjoy all kinds of cuisines, it is renowned for its bakery items. Ranging from a variety of cookies, pastries to even cakes, don’t forget to try out Pune’s mouth-watering desserts."
Vrindavan,Pilgrimage,Uttar Pradesh,1,0,https://www.holidify.com/places/vrindavan/,1512,0,0,1,0,0,0,0,0,0,0,vrindavan,"  One of the oldest cities on the banks of Yamuna, Vrindavan is considered to be one of the most important places of pilgrimage for the devotees of Krishna. It is said that Lord Krishna had spent his childhood in Vrindavan. The name of the city has been derived from Vrinda (meaning basil) and van (meaning grove) which perhaps refer to the two small groves at Nidhivan and Seva Kunj. Since Vrindavan is considered to be a sacred place, a large number of people come here to abandon their worldly life. The city of Vrindavan hosts hundreds of Lord Krishna and Radha temples scattered throughout, the most famous ones being Banke Bihari temple and the world-famous ISKCON temple. The vibrant surroundings perfectly depict the playful and benevolent nature of Lord Krishna. Located along the waters of River Yamuna, the numerous temples set amidst the thick woods and lush greenery of Vrindavan are the major attractions here. "
Almora,Hill Station,Uttarakhand,0,1,https://www.holidify.com/places/almora/,3649,0,0,0,1,0,0,0,0,0,0,almora,"  Cradled in the wilderness of Himalayan ranges, the sprawling town of Almora shaped like a horse-shoe is a hill station that boasts of a pre-British heritage and an adyllic vibe. Famous for its rich cultural heritage, unique handicrafts, sumptuous cuisine and magnificent wildlife, coupled with an easy accessibility, Almora promises its tourists a visit full of fun and unforgettable moments. This agrarian town has two major rivers- Koshi (Kaushaki) and Suyal (Salmali) flowing through it. ""The enchanting beauties of the Himalayas, their bracing climate and the soothing green that envelopes you leaves nothing more to be desired. I wonder whether the scenery of these hills and the climate are to be surpassed, if equaled, by any of the beauty spots of the world. After having been nearly three weeks in Almora Hills, I am more than ever amazed why our people need go in Europe in search of health. "" - Mahatma Gandhi"
Srisailam,Lake & Backwater |  Nature & Scenic |  Pilgrimage,Andhra Pradesh,0,1,https://www.holidify.com/places/srisailam/,2000,0,0,1,0,0,1,0,0,0,1,srisailam,"  Srisailam, a hill town in Kurnool district of Andhra Pradesh is home to the holy Malikarjuna Jyotirlinga and also as one of the eighteen Shakti Peethas of goddess Parvati. Situated on the banks of river Krishna, Srisailam is identified with a wildlife sanctuary and a dam. You could seek the blessings of the almighty by visiting the many majestic temples in the city such as the one dedicated to Lord Shiva (it is renowned as Sikhareswara Swamy temple) or the famous Bhramaramba Mallikarjunaswamy Temple which is located at a height of around 457m from sea level. The Nallamala forest ranges with multifarious flora and fauna lie in close proximity to the Srisailam hills."
Murudeshwar,Pilgrimage |  Beach,Karnataka,1,1,https://www.holidify.com/places/murudeshwar/,4316,0,0,1,0,1,0,0,0,0,0,murudeshwar,"  Murudeshwar is home to the second tallest statue of Lord Shiva (123 ft) in the world. With the shimmering Arabian Sea on three sides and the magnificent Western Ghats imposing their presence on this town, it is a favourite picnic spot for the folks from Kerala and Karnataka. The beaches and the adventure activities around Netrani island are significant attractions for the tourists. Murudeshwar temple and fort are also the most visited spots, captivating one with their rustic charm and beauty. Nearby Netrani island is also a trendy spot for tourists as it offers excellent snorkelling and scuba diving opportunities. The Murudeshwar beach, however, has become a little overcrowded and dirty due to human intervention and could be avoided."
Trivandrum,City,Kerala,0,1,https://www.holidify.com/places/trivandrum/,1697,0,1,0,0,0,0,0,0,0,0,trivandrum,"  The capital city of Kerala, Thiruvananthapuram or Trivandrum is an appealing blend of a strongly rooted heritage and a nostalgic colonial legacy. Built upon seven hills, this city has long since left the days when it was only used by seafaring explorers behind - today, Trivandrum is a swanky metropolis with quaint urban charm and plenty of scenic places to visit. Proudly retaining its age-old cultural charm, Trivandrum offers a huge variety of sights including incredible museums, beautifully designed palaces, sacred temples and mesmerizing beaches, making the city one of the best tourist spots in South India. The Padmanabhaswamy temple (also known as Anantha Padmanabhaswamy temple), is a must-visit temple of India. Other famous temples in Trivandrum include the Attukal Bhagawati temple, the Aazhimala Siva Temple, the Karikkakom Chamundi Devi Temple, and the Pazhavangadi Ganapathy Temple.The city is home to a few museums such as the Kuthiramalika Palace Museum and the Napier Museum. The Kuthiramalika Palace Museum is situated close-by to the Padmanabhaswamy temple. Renowned for its Travancore styled architectural features and its structural elegance, this museum houses priceless paintings, traditional furniture, and other collections of the royal family. "
Udupi,Pilgrimage |  Beach,Karnataka,1,1,https://www.holidify.com/places/udupi/,2405,0,0,1,0,1,0,0,0,0,0,udupi,"  Udupi is a coastal town in Karnataka, most famous for its vegetarian cuisine and South Indian restaurants all over the country. With beautifully carved ancient temples, laidback beaches and unexplored forests, Udupi is also the place where the educational hub of Manipal is located. Situated 60 km from Mangalore, Udupi is famous for its temple culture. Surrounded by the Arabian Sea on one side and the Western ghats on the other, this pilgrim centre is the most important city in Karnataka after Bangalore and Mangalore. Being a holy town, one of the most important attractions here is the Krishna Temple. Udupi is also known as Rajata Peetha and Shivalli locally.Some of the most beautiful beaches in Karnataka are in Udupi. Malpe Beach is a tourist hotspot as it has beach shacks selling some of the most delicious seafood fresh off the boat, a beachside culture unlike any other in Southern Karnataka and many water sports too. From here, you can take a boat to St. Mary's Island which is famous for its black rocks. "
Nashik,Pilgrimage,Maharashtra,1,0,https://www.holidify.com/places/nasik/,3421,0,0,1,0,0,0,0,0,0,0,nasik,"  Nasik is a religious Hindu city, host to the Kumbh Mela every 12 years. It also makes for a perfect wine tasting destination. Nashik (Nasik), named after a relic associated with Ramayana, is a city in Maharashtra located on the banks of river Godavari. Nashik plays host to the famous Kumbh Mela every 12 years. The city is home to plenty of exotic temples and is known in Hindu mythology as the place where Ravana's sister, Surpanakha, tried to seduce Lord Ram and got her nose cut off by Lakshman in the process. Its religious importance doesn't end there. It also plays host to the thousands of tourists visiting Shirdi and Trimbakeshwar. Apart from its temples, Nashik also has forts, waterfalls and vineyards to look out for. With multiple vineyards present in Nashik, the most popular being Sula, the wine-tourism industry is mushrooming in this part of Maharashtra. Nashik gives you the chance to experience a fabulous cocktail of extremes - from temples to vineyards, hills to waterfalls, this place offers a lot to see."
Gwalior,Historical & Heritage,Madhya Pradesh,1,0,https://www.holidify.com/places/gwalior/,1945,1,0,0,0,0,0,0,0,0,0,gwalior,"  Gwalior is a historic city located in the state of Madhya Pradesh. Popular because of the hilltop fort, Gwalior is full of palaces and glorious temples giving this city a majestic charm which speaks volumes of its glorious past. A historic city founded by king Surajesan, Gwalior is a city where India's most eminent royalty once resided. Jai Vilas Pala has the largest carpet in the world which took almost 12 years to weave and two most massive chandeliers in the world that weight close to 3.5 tonnes.The great Indian musician Tansen was born in Gwalior, and the tomb of Tansen is also an important place here. Every year, in November/December, a four-day Tansen Music festival is celebrated in the city where various classical musicians from all over the country perform on the stage near the tomb itself. Visit the various monuments and museums, eat the local delicacies like namkeen and go boating in Tighra Dam while you are in the city."
Chittorgarh,Historical & Heritage,Rajasthan,1,0,https://www.holidify.com/places/chittorgarh/,2123,1,0,0,0,0,0,0,0,0,0,chittorgarh,"  The capital of the erstwhile kingdom of Mewar, Chittorgarh is a land of forts, citadels, ruins, and immortal folklore of sacrifice and heroism. Located in South-Eastern Rajasthan, Chittorgarh is known for Chittorgarh Fort, the largest fort in India built on a hilltop, spreading over an area of around 700 acres. The magnificent fortress will always be remembered for the courageous self-sacrificing Jauhar performed by Rani Padmini to thwart the conquest of the fort by Alauddin Khilji. Chittorgarh stands at the helm of Chattari Rajput pride and is remembered in the pages of history for its glorious battles, especially the siege of Alauddin Khilji. Once known for its grandeur and opulence, today, Chittorgarh has left its tales of bravery and betrayal far behind to catch up to commercialization.Rana Kumbha Palace is the largest structure in Chittorgarh fort, and while it is now a mere tumbledown structure of broken walls and piles of stones, it was once a magnificent three-storied palace with gigantic pillars, maze-like underground tunnels and intricately designed architecture. The most famous attraction in Chittorgarh fort is the Padmini Palace, named after Queen Padmini herself. Replete with roof pavilions and water moats, the story of Queen Padmini’s valour rings out loud in every corner of this dilapidated building. Other sights to visit in Chittorgarh include the Meera Temple, the Kalika Mata Temple, the Gau Mukh Kund, and the Bassi Wildlife Sanctuary."
Lachung,Hill Station,Sikkim,0,1,https://www.holidify.com/places/north-sikkim/,3098,0,0,0,1,0,0,0,0,0,0,north-sikkim,"  One of the most uninhabited areas of the country, yet extremely beautiful and charming, North Sikkim shares its boundary with China and Nepal. Mangan is the headquarters of the North Sikkim district. It is one of the most mystically beautiful though unexplored areas due to the harsh conditions found here. Located at an altitude of 956 meters the town of Mangan serves as a base for trekking and hiking trips in the mountains and forests. North Sikkim is famous for the Gurudongmar Lake which is one of the highest lakes of India. It also has religious importance. Apart from lakes, there are some important monasteries in this area too."
Kumbakonam,Pilgrimage,Tamil Nadu,1,0,https://www.holidify.com/places/kumbakonam/,1985,0,0,1,0,0,0,0,0,0,0,kumbakonam,"  Sandwiched between two great rivers of southern India, Cauvery and Arsala, Kumbakonam is a gorgeous temple town in the heart of the Thanjavur district of Tamil Nadu.The town is a place for the lovers of history and those seeking to understand India's cultural roots and Hinduism. The town is also known for its grand festival called Mahamaham festival which is celebrated every twelve years at the Mahamaham Tank. The town is one of the oldest in Indian history, and known for its famed temples, Chola heritage and also for its marvelous educational institutes."
Bhimtal,Hill Station,Uttarakhand,0,1,https://www.holidify.com/places/bhimtal/,4398,0,0,0,1,0,0,0,0,0,0,bhimtal,"  Perched at a height of 1370masl, Bhimtal is an idyllic and less-crowded version of Nainital, 23 km away. Bhimtal is a scenic hill station, the charm of which lies in its off-beat, tranquil atmosphere. The picturesque Bhimtal Lake is a popular attraction for paddle boating, birding and nature walk. Bounded by a dense forest of oaks, pine and shrubs, it is also known for a few ancient temples. The 17th-century Bhimeshwar Temple is a must-visit spot in the hilltown. Well connected by road, Bhimtal is an ideal weekend getaway from Delhi."
Ranikhet,Hill Station,Uttarakhand,0,1,https://www.holidify.com/places/ranikhet/,3869,0,0,0,1,0,0,0,0,0,0,ranikhet,"  Ranikhet meaning Queen's farm, is a hill station developed by the Britishers around ancient temples, undulating Himalayan hills and forests. Ranikhet with its cool climate and simple natural beauty can freshen up your senses to the very core. It is also popular as the Headquarters of the Kumaon Regiment of the Indian Army and has the Kumaon Regimental Centre Museum. The museum has a splendid display of weapons, photo etc. to introduce you the grandness and significance of military and its various historical instances. Ranikhet is popular for its views of the Nanda Devi Peak, trekking ranges, mountainous climbs, golf courses, orchards and temples."
Dehradun,City | Hill Station,Uttarakhand,1,1,https://www.holidify.com/places/dehradun/,2047,0,1,0,1,0,0,0,0,0,0,dehradun,"  Nestled amidst the Doon Valley in the state of Uttarakhand, Dehradun city is a very popular hill station that beckons solo travellers, families and couples alike. Winter Capital of Uttarakhand, it proudly boasts of a scenic backdrop of the Garhwal Himalayas. Dehradun is located at an altitude of 1400 feet above sea level and has a pleasant climate all year round. Regardless of whether you want to explore family-friendly tourist spots, try thrilling adventure activities with your friends, or watch a mesmerizing sunset with your partner amidst the mountains, Dehradun is the answer. As you would expect from a city located in the foothills of the Himalayas, Dehradun abounds in caves, waterfalls and natural springs. One such extremely popular spot is Robber's Cave, which is a natural cave surrounded by hills. Dip your feet in the ice-cold water or walk through it - travellers are free to take their pick, making Robber's Cave one of the most popular picnic and excursion spots in the city. Another popular spot for nature lovers is Lacchiwala, where you can sit and enjoy a relaxing sunset around the man-made lake and the lush greenery around it. Lacchiwala also has arrangements for trekking and birdwatching, if you're up for it."
