City,description,processed_text
Palampur,"  With pine and deodar forests and tea gardens encircling the town and numerous streams pouring in, Palampur is a popular town of Himachal Pradesh located in the Kangra district. Nestled between the majestic Dhauladhar Ranges, Palampur is known for its tea plantations and its excellent quality of tea. Palampur was first noticed by the Englishmen and was soon turned into a bustling town as the centre of trade and commerce. Their presence in this town is beautifully reflected in the Victorian style mansions and castles. The remnants of its glorious past can be seen in the beautiful amalgamation of the beautiful English style buildings and the picturesque landscapes. Palampur is one of the unexplored destinations offer a quaint and serene environment to tourists. Among the tourist attractions here, Tashi Jong Monastery, and the tea gardens should be on the must-visit list for anyone.",pine deodar forest tea garden encircle town numerous stream pour palampur popular town himachal pradesh locate kangra district nestle majestic dhauladhar range palampur know tea plantations excellent quality tea palampur first notice englishmen soon turn bustle town centre trade commerce presence town beautifully reflect victorian style mansions castle remnants glorious past see beautiful amalgamation beautiful english style build picturesque landscape palampur one unexplored destinations offer quaint serene environment tourists among tourist attractions tashi jong monastery tea garden must visit list anyone
Chandigarh,"  Chandigarh, a union territory that is the capital of both Punjab as well as Haryana, is India's first planned city. A traditionally Punjabi city at heart with a healthy dose of modernity, Chandigarh's food and gedi culture (a leisure drive or ride the city) is what the capital is really known for. Located at a distance of 265 km from Delhi, Chandigarh is one of the favourite weekend road trip destinations of from the capital city of India and other major cities but also acts an important staging point when one heads to destinations in Himachal Pradesh and Jammu and Kashmir. A favourite activity of the locals at Chandigarh is boating at the beautiful Sukhna Lake. The other important attractions in the city are the Rock Garden, the Leisure Valley & Rose Garden. Chandigarh's Rock Garden is very well known for having been entirely designed out of discarded industrial and urban waste while the Leisure Valley is an 8-kilometre-long well-maintained park which houses Asia's most extensive rose garden, a very popular draw among tourists and locals alike.Another famous place to visit in Chandigarh is the Capitol complex, which is also often referred to as Le Corbusier Centre. Earlier used as Le Corbusier's base, this UNESCO World Heritage Site has now been converted into a museum, and tourists are free to visit it. The Capitol is also home to the state's Vidhan Sabha, High Court, and Secretariat.",chandigarh union territory capital punjab well haryana india first plan city traditionally punjabi city heart healthy dose modernity chandigarh food gedi culture leisure drive ride city capital really know locate distance 265 km delhi chandigarh one favourite weekend road trip destinations capital city india major cities also act important stag point one head destinations himachal pradesh jammu kashmir favourite activity locals chandigarh boat beautiful sukhna lake important attractions city rock garden leisure valley rise garden chandigarh rock garden well know entirely design discard industrial urban waste leisure valley 8 kilometre long well maintain park house asia extensive rise garden popular draw among tourists locals alike another famous place visit chandigarh capitol complex also often refer le corbusier centre earlier use le corbusier base unesco world heritage site convert museum tourists free visit capitol also home state vidhan sabha high court secretariat
Srinagar,"  Famously known as ‘Heaven on Earth’, Srinagar is located in the union territory of Jammu & Kashmir, on the banks of river Jhelum. As picturesque as the most stunning painting to ever be painted, Srinagar is known for the stationary houseboats and colourful Shikararas on Dal Lake. The main draw of Sringara, the gondola-type rowboats - Shikaras are used by the tourists to see attractions like the Floating Vegetable Market, and the Mir Bahris – a lively community of people who live on the lake itself. Known as the summer capital of Jammu & Kashmir, Srinagar is home to some of the most exquisite Mughal-age gardens in India, with the top attractions being Nishat Bagh, Shalimar Bagh and Chashm-E-Shahi Garden. Kashmiri cuisine is famous all over the globe, so when in Srinagar, trying out the local dishes, which are rich in unique fragrant spices, is a must. Srinagar is also famous for the Kashmiri shawls, Kashmiri apples and the dried fruits (almonds and walnuts) which can be bought from the Lal Chowk Market. Heavy snowfall affects the connectivity of Srinagar during the winter months of December to February. Communal tensions also lead to frequent curfews in some parts of the city. Make sure to check the situation before visiting. ",famously know heaven earth srinagar locate union territory jammu kashmir bank river jhelum picturesque stun paint ever paint srinagar know stationary houseboats colourful shikararas dal lake main draw sringara gondola type rowboats shikaras use tourists see attractions like float vegetable market mir bahris lively community people live lake know summer capital jammu kashmir srinagar home exquisite mughal age garden india top attractions nishat bagh shalimar bagh chashm e shahi garden kashmiri cuisine famous globe srinagar try local dish rich unique fragrant spice must srinagar also famous kashmiri shawls kashmiri apples dry fruit almonds walnuts buy lal chowk market heavy snowfall affect connectivity srinagar winter months december february communal tensions also lead frequent curfews part city make sure check situation visit
Pahalgam,"  Situated in the Anantnag district of Jammu & Kashmir Valley, Pahalgam is a beautiful hill station and a popular tourist attraction. With untouched and gorgeous natural beauty, Pahalgam is a feast to the eyes and senses. Submerged in lush greenery and alluring Himalayan ranges, Pahalgam is situated on the banks of the Liddar River and is popular for adventure activities like hiking, trekking, fishing. Pahalgam serves as the base of one of the most important pilgrimages in India - the Amarnath Yatra. Chandanwari located 16.6 km. away from Pahalgam, is the actual base camp of the Amarnath. Pahalgam offers a lot of recreational outdoor activities among which the most popular is the adventurous trekking activities. One can embark on trekking journeys to Kolhoi Glaciers via a beautiful village named Aru. The local people also offer sledging on the frozen glaciers. The long stretches of rivers in Pahalgam are the perfect site for people who enjoy trout fishing.Not many know that Pahalgam is the place where the famous Bollywood movie Betaab, starring Sunny Deol and Amrita Singh was shot. The valley was consequently named Betaab Valley after that. Sheshnag Lake situated near Pahalgam is another bliss altogether. When in Pahalgam, buy authentic Kashmiri saffron from Pampore.",situate anantnag district jammu kashmir valley pahalgam beautiful hill station popular tourist attraction untouched gorgeous natural beauty pahalgam feast eye sense submerge lush greenery allure himalayan range pahalgam situate bank liddar river popular adventure activities like hike trek fish pahalgam serve base one important pilgrimages india amarnath yatra chandanwari locate 16 6 km away pahalgam actual base camp amarnath pahalgam offer lot recreational outdoor activities among popular adventurous trek activities one embark trek journey kolhoi glaciers via beautiful village name aru local people also offer sledge freeze glaciers long stretch rivers pahalgam perfect site people enjoy trout fish many know pahalgam place famous bollywood movie betaab star sunny deol amrita singh shoot valley consequently name betaab valley sheshnag lake situate near pahalgam another bliss altogether pahalgam buy authentic kashmiri saffron pampore
Sonmarg,"  Sonamarg is a picturesque hill station in Jammu and Kashmir, located 80km north-east of Srinagar. At an elevation of around 2800 km from sea level, Sonamarg is known for its snow-laden fields, surrounded by majestic glaciers and serene lakes which casts subtle spells on the travellers. Sonamarg is enveloped by the great Himalayan glaciers - Kolhoi Glacier and Machoi Glacier - and gives rise to the famous Three Sisters of Kashmir Valley. Towering over this charming hill town are the peaks like Kolhoi Peak, Amarnath Peak, Machoi Peak and Sirbal Peak which makes Songamarg a popular place for adventure sports tourism.Sonamarg acts as the base camp for the trekking routes which leads to the mountain lakes such as Gangabal, Vishansar, Gadsar, Satsar and Kishansar. The Sonamarg Valley is divided into two halves by the Thajiwas range - on one side is the fir-covered Thajiwas spur popular for its camping site. The other side houses some stunning waterfalls and the Thajiwas glacier which is the prime attraction of this place.Sonamarg remains inaccessible during winters as the NH1D connecting it to the nearby places closed down due to heavy snowfall and avalanches. ",sonamarg picturesque hill station jammu kashmir locate 80km north east srinagar elevation around 2800 km sea level sonamarg know snow lade field surround majestic glaciers serene lakes cast subtle spell travellers sonamarg envelop great himalayan glaciers kolhoi glacier machoi glacier give rise famous three sisters kashmir valley tower charm hill town peak like kolhoi peak amarnath peak machoi peak sirbal peak make songamarg popular place adventure sport tourism sonamarg act base camp trek rout lead mountain lakes gangabal vishansar gadsar satsar kishansar sonamarg valley divide two halve thajiwas range one side fir cover thajiwas spur popular camp site side house stun waterfalls thajiwas glacier prime attraction place sonamarg remain inaccessible winter nh1d connect nearby place close due heavy snowfall avalanche
Kargil,"  Usually a stopover for people travelling towards Leh or Padum, Kargil is a tourist hotspot that's small enough to be explored by wayfaring. Situated close to the line of control, Kargil is also a volatile region, owing to the terrorism prevalent from the other side of the LOC. However, apart from its glorious past, bestowed with natural beauty and adventure, Kargil is the place to be for intrepid travellers. It is the home to the famed Nun Kun Peaks and has excellent potential for skiing, mountaineering and trekking. Kargil rests on the banks of River Suru and also offers unique opportunities for river rafting. An amalgamation of Buddhist and Turkish architecture, Kargil has a rich history dating back to the 16th century.It is nestled at an altitude of 2704 metres above sea level and offer exemplary views of the Himalayan Ranges. Apart from tourism, this region is also known as an essential centre for trade and commerce. Dotted with apricot farms, Kargil is one of the largest producers of apricots in India. Sumptuous food and warm locals are the highlights of this town. Hence, sampling the local delicacies is one of the best experiences in Kargil. ",usually stopover people travel towards leh padum kargil tourist hotspot small enough explore wayfaring situate close line control kargil also volatile region owe terrorism prevalent side loc however apart glorious past bestow natural beauty adventure kargil place intrepid travellers home famed nun kun peak excellent potential ski mountaineer trek kargil rest bank river suru also offer unique opportunities river raft amalgamation buddhist turkish architecture kargil rich history date back 16th century nestle altitude 2704 metres sea level offer exemplary view himalayan range apart tourism region also know essential centre trade commerce dot apricot farm kargil one largest producers apricots india sumptuous food warm locals highlight town hence sample local delicacies one best experience kargil
Leh,"  Stunning Gompas (Tibetan Buddhist monasteries), fluttering prayer flags, whitewashed stupas, Ladakh is a riot of intricate murals and red-robed monks. Dominated by dramatic landscapes, Ladakh is known as the world's coldest desert.  It is said that only in Ladakh can a man sitting in the sun with his feet in the shade suffer from sunstroke and frostbite at the same time. With a culture similar to Tibetan culture, the people of Ladakh are friendly and welcoming to tourists.  Ladakh is a union territory in the Kashmir region of India. Formerly falling in the state of Jammu & Kashmir, Ladakh was administered a union territory on 31st October 2019. Extending from the Siachen Glacier to the main Great Himalayas, Ladakh is a land like no other.Ladakh is an adventure playground for climbing, jeeps tours, rafting and high-altitude trekking. Note that Leh Ladakh is inaccessible by road outside the summer months. The road passes close altogether from around October to May, and the only way to reach left is by air.For those of us living in the constant confusion about the difference between these twin locations, Leh-Ladakh, here is something that might help you. Ladakh is divided into two districts: district Leh, and district Kargil. The former district has a popular town “Leh” and is a great tourist attraction because of its beautiful monasteries, picturesque locations, and interesting markets defining the culture of the place.",stun gompas tibetan buddhist monasteries flutter prayer flag whitewash stupas ladakh riot intricate murals red rob monks dominate dramatic landscape ladakh know world coldest desert say ladakh man sit sun feet shade suffer sunstroke frostbite time culture similar tibetan culture people ladakh friendly welcome tourists ladakh union territory kashmir region india formerly fall state jammu kashmir ladakh administer union territory 31st october 2019 extend siachen glacier main great himalayas ladakh land like ladakh adventure playground climb jeeps tour raft high altitude trek note leh ladakh inaccessible road outside summer months road pass close altogether around october may way reach leave air us live constant confusion difference twin locations leh ladakh something might help ladakh divide two district district leh district kargil former district popular town leh great tourist attraction beautiful monasteries picturesque locations interest market define culture place
Itanagar,"  With the snow capped Himalayas towering on the northern end and the fertile Brahmaputra river plains on the southern, Itanagar is a natural paradise. Recently opened to tourists by the government, the heritage and tribal culture of the city, which is decades and centuries old, is still intact. The 15th century Ita-Fort, legendary Ganga Lake which is locally known as Gyakar Sinyi and the Buddha Vihar, consecrated by Dalai Lama are among the most important attractions here. The amicable weather throughout the year makes it a tourist's delight. The town of Yupia shares it's attractions with Itanagar. Hence, the two can be covered simultaneously.",snow cap himalayas tower northern end fertile brahmaputra river plain southern itanagar natural paradise recently open tourists government heritage tribal culture city decades centuries old still intact 15th century ita fort legendary ganga lake locally know gyakar sinyi buddha vihar consecrate dalai lama among important attractions amicable weather throughout year make tourist delight town yupia share attractions itanagar hence two cover simultaneously
Tawang,"  Located at a height of about 3048m, is known for many important and beautiful monasteries and is famous for being the birthplace of the 6th Dalai Lama, Tsangyang Gyatso.  The beautiful town of Tawang, also pronounced as Dawang has many sceneries to make your trip a picturesque one. However, what begins to define the area is its significance for Buddhist monks. Tawang is the place to go for monasteries, with the Tawang Monastery being the most popular one and extremely sacred for the Buddhists.   Tawang is a place which will flatter you with its natural beauty wrapped in the scent of spirituality. The beautiful orchid sanctuary and the Tipi Orchid Sanctuary is also an ideal place for your list of places to visit. Along with this one can have their taste buds to have an experience of Tawang by indulging into the area's unique cuisine.",locate height 3048m know many important beautiful monasteries famous birthplace 6th dalai lama tsangyang gyatso beautiful town tawang also pronounce dawang many sceneries make trip picturesque one however begin define area significance buddhist monks tawang place go monasteries tawang monastery popular one extremely sacred buddhists tawang place flatter natural beauty wrap scent spirituality beautiful orchid sanctuary tipi orchid sanctuary also ideal place list place visit along one taste bud experience tawang indulge area unique cuisine
Mount Abu,"  The only hill station of Rajasthan, its cool atmosphere and lush green surroundings make it a major tourist spot within the state. The most important attraction, however, are undoubtedly the Dilwara temples, which is one of the most stunning piece of architecture in the country. If you are a history or architecture buff, this is one of the places you should absolutely not miss out in India. The exceptionally intricate architecture of the Dilwara temples are of course the main attraction here, and you can easily spend hours wondering how these temples were built over 2 centuries, almost a 1000 years back. The temples were specifically made so that they are plain from the outside to avoid attraction of plunderers, and have withstood the test of time extremely well. If architecture is not your thing, then there are various lakes and viewpoints such as the Honeymoon Point, Sunset Point, etc. Tourists enjoy calm and relaxed boating in the Nakki lake, and a view of the sunset from the Sunset point. The highest peak of the Aravali Range also lies in Mt. Abu, surrounded by dense green forests. Mt Abu will offer you all you can demand from a popular and typical destination of a romantic and simpler nature.",hill station rajasthan cool atmosphere lush green surround make major tourist spot within state important attraction however undoubtedly dilwara temples one stun piece architecture country history architecture buff one place absolutely miss india exceptionally intricate architecture dilwara temples course main attraction easily spend hours wonder temples build 2 centuries almost 1000 years back temples specifically make plain outside avoid attraction plunderers withstand test time extremely well architecture thing various lakes viewpoints honeymoon point sunset point etc tourists enjoy calm relax boat nakki lake view sunset sunset point highest peak aravali range also lie mt abu surround dense green forest mt abu offer demand popular typical destination romantic simpler nature
Diu,"  Located near the port of Veraval, Diu is a small island which was earlier a Portuguese colony and is now guarded by beaches all around. Diu takes up most popularity given the ample number of beaches, along with Gujarat's southern coast such as the Nagoa beach, but has a lot more to offer too. Alcohol is legal in Diu The Diu Fort, a primary imprint of the Portuguese on the area's heritage and architecture makes up a popular tourist attraction. Another interesting place is the Vanakbara, a small fishing village whose charm has tints of colourful fishing boats and humming of day to day activity. This perfect add-on to a visit to Gujarat will complete your experience with interesting museums such as the Sea Shell Museum, temples and churches.",locate near port veraval diu small island earlier portuguese colony guard beach around diu take popularity give ample number beach along gujarat southern coast nagoa beach lot offer alcohol legal diu diu fort primary imprint portuguese area heritage architecture make popular tourist attraction another interest place vanakbara small fish village whose charm tint colourful fish boat hum day day activity perfect add visit gujarat complete experience interest museums sea shell museum temples church
Khandala,"  Khandala is a popular hill station in Maharashtra, perched on the foothills of Sahyadri in the Western Ghats. Khandala provides for a perfect weekend respite for the Mumbai population, with its scenic valleys, grassy hills, serene lakes and misty waterfalls. It is one of the twin hill stations - Lonavala and Khandala. The place immortalized by the popular Bollywood song, ""Aati Kya Khandala"", is a must-visit destination for everyone looking for beautiful nature, pleasant weather and the feeling of mist in the air. The natural beauty of Khandala blooms to its zenith and reveals a magical charm during the monsoons. Its meandering waterfalls and glittering lakes attributes to the majestic look an imposing ambience. The Mumbai-Pune expressway passes through Khandala. Due to this easy accessibility, it is a popular hiking spot from nearby cities. The Duke's Nose peak and Karla Hills are the two popular spots for rock climbing. Located near two more popular tourist hotspots, viz. Lonavala (3 km away) and Karjat (7 km), Khandala is one of the perfect hill retreats for both trekkers and young couples.",khandala popular hill station maharashtra perch foothills sahyadri western ghats khandala provide perfect weekend respite mumbai population scenic valleys grassy hill serene lakes misty waterfalls one twin hill station lonavala khandala place immortalize popular bollywood song aati kya khandala must visit destination everyone look beautiful nature pleasant weather feel mist air natural beauty khandala bloom zenith reveal magical charm monsoons meander waterfalls glitter lakes attribute majestic look impose ambience mumbai pune expressway pass khandala due easy accessibility popular hike spot nearby cities duke nose peak karla hill two popular spot rock climb locate near two popular tourist hotspots viz lonavala 3 km away karjat 7 km khandala one perfect hill retreat trekkers young couple
Aurangabad,"  Aurangabad, which was declared by the Government as the Tourism Capital of Maharashtra back in 2010, is a famous tourist hub which greets its visitors with a richly woven tapestry of sights and sounds. The city got its name for being the erstwhile capital of Mughal Emperor Aurangzeb in the 17th century AD. The town is used as the base to explore the extremely famous caves of Ajanta and Ellora, Daulatabad Fort which is renowned for its strong defence systems, Mausoleums of Aurangzeb and Bibi-Ka-Maqbara famous for its architecture and Grishneshwar Temple, one of the only 12 Shiva Jyotirlingas in India. From UNESCO World Heritage Sites to bustling markets brimming with delicate silk items and exquisite hand-woven garments, Aurangabad promises all tourists an exciting holiday experience. While the city is rapidly heading towards industrial growth and globalisation, it still retains most of its past glory, heritage, charms and traditions.The most famous tourist attraction of Aurangabad is the Ajanta and Ellora Caves. Declared a World Heritage Site by UNESCO, the Ajanta Caves is home to 29 different caves, all of which showcase Buddhist artwork belonging to the period ranging from 200 B.C to 650 A.D. All paintings and sculptures in the caves were constructed painstakingly by Buddhist monks using only simple tools such as chisels and hammers. These paintings and sculptures portray a varied range of stories, starting from the Jataka Tales to intriguing accounts of ancient nymphs and princesses. The Ellora Caves, a little distance away from the Ajanta Caves, houses a total of 34 caves and has sculptures and paintings depicting not one, but three different religions – Hinduism, Buddhism and Jainism. The sheer diversity of the sculptures, the architectural expertise, and the centuries of hard work undertaken by artisans are enough to leave you speechless.The sole remaining example of Mughal architecture in this part of the country, Bibi ka Maqbara is a mausoleum dedicated to Rabia-ul-Daurani, wife of Mughal Emperor Aurangzeb. Designed by the Persian architect Ustad-Ata-Ullah, Bibi ka Maqbara has a structure similar to that of the Taj Mahal, with the main structure bordered by four towering minarets on four sides. The entire building is a sight to behold, and sunrises and sunsets are resplendent, with the rays of the sun beautifully casting the reflection of the mausoleum on the water of the canal in front of the building.Aurangabad is also home to temples such as the Jyothirlinga Grishneshwar temple and the Bhadra Maruti Temple, both of which have legends and myths of their own.Siddharth Garden is a place that all nature lovers will be mesmerized by. A landscaped garden housing a wide variety of sculpted trees and shrubs, the Siddharth Garden is also home to wild creatures such as lions, tigers, leopards, deer, and hyena. Sitting back on the green lawns of the garden and enjoying a beautiful picnic is a very popular tourist activity here.The erstwhile Mughal capital has retained most of its traditional Tughlaq cuisine, with Tandoors and Kebabs being local staples that you will find at almost every roadside eatery.Known for its arts and crafts, and especially its silk, Aurangabad has plenty of markets from where you can buy various local handicrafts, exotic gems, shawls, and of course, the region’s famous paithani silk sarees.",aurangabad declare government tourism capital maharashtra back 2010 famous tourist hub greet visitors richly weave tapestry sight sound city get name erstwhile capital mughal emperor aurangzeb 17th century ad town use base explore extremely famous cave ajanta ellora daulatabad fort renowned strong defence systems mausoleums aurangzeb bibi ka maqbara famous architecture grishneshwar temple one 12 shiva jyotirlingas india unesco world heritage sit bustle market brim delicate silk items exquisite hand weave garment aurangabad promise tourists excite holiday experience city rapidly head towards industrial growth globalisation still retain past glory heritage charm traditions famous tourist attraction aurangabad ajanta ellora cave declare world heritage site unesco ajanta cave home 29 different cave showcase buddhist artwork belong period range 200 b c 650 paint sculpture cave construct painstakingly buddhist monks use simple tool chisel hammer paint sculpture portray vary range stories start jataka tales intrigue account ancient nymphs princesses ellora cave little distance away ajanta cave house total 34 cave sculpture paint depict one three different religions hinduism buddhism jainism sheer diversity sculpture architectural expertise centuries hard work undertake artisans enough leave speechless sole remain example mughal architecture part country bibi ka maqbara mausoleum dedicate rabia ul daurani wife mughal emperor aurangzeb design persian architect ustad ata ullah bibi ka maqbara structure similar taj mahal main structure border four tower minarets four side entire build sight behold sunrises sunsets resplendent ray sun beautifully cast reflection mausoleum water canal front build aurangabad also home temples jyothirlinga grishneshwar temple bhadra maruti temple legends myths siddharth garden place nature lovers mesmerize landscape garden house wide variety sculpt tree shrubs siddharth garden also home wild creatures lions tigers leopards deer hyena sit back green lawns garden enjoy beautiful picnic popular tourist activity erstwhile mughal capital retain traditional tughlaq cuisine tandoors kebabs local staple find almost every roadside eatery know arts craft especially silk aurangabad plenty market buy various local handicrafts exotic gems shawls course region famous paithani silk sarees
Panchgani,"  Deriving its name from the five hills surrounding it, Panchgani is a popular hill station near Mahabaleshwar in Maharashtra, famous for its various sunset and sunrise points and scenic valley view. Located at an altitude of 1,334 mts, Panchgani is also known as Paachgani as the five hills that form the Sahyadri mountain ranges offer Panchgani its name. The picturesque backdrop of hills on one side and coastal plains on the other makes for an amazing view. In the British era, the place was treated as a summer resort and hence many colonial period establishments can be seen here. Mahabaleshwar is like a twin city to Panchgani.Other than the verdant green valleys, and soothing environment, the red, juicy strawberries are a major attraction of Panchgani. Rightly known as the ‘Strawberry Garden of India’, the farms of Panchgani are full of enchanting views of luscious berries, especially during February and March. ",derive name five hill surround panchgani popular hill station near mahabaleshwar maharashtra famous various sunset sunrise point scenic valley view locate altitude 1 334 mts panchgani also know paachgani five hill form sahyadri mountain range offer panchgani name picturesque backdrop hill one side coastal plain make amaze view british era place treat summer resort hence many colonial period establishments see mahabaleshwar like twin city panchgani verdant green valleys soothe environment red juicy strawberries major attraction panchgani rightly know strawberry garden india farm panchgani full enchant view luscious berry especially february march
Panchmarhi Hills,"  Pachmarhi is the only hill station and is the highest point in Madhya Pradesh. Pachmarhi is also often known as ""Satpura ki Rani"" or the ""Queen of the Satpura Range"". Situated at an altitude of 1,067 metres, the picturesque town is a part of UNESCO Biosphere Reserve, home to leopards and bison. Five sandstone cut caves on the hilltop are believed to be the spot where Pandavas stayed in Pachmarhi during their exile, making it a popular spot among religious tourists. Being at an elevated height and surrounded by bewitching forests of the Satpuras with the streams and waterfalls, Pachmarhi is a perfect weekend getaway from the nearby cities of Madhya Pradesh and Maharashtra. Since the town was discovered and developed in modern times by Captain James Forsyth of the British Army, it houses charming churches built in colonial style architecture.",pachmarhi hill station highest point madhya pradesh pachmarhi also often know satpura ki rani queen satpura range situate altitude 1 067 metres picturesque town part unesco biosphere reserve home leopards bison five sandstone cut cave hilltop believe spot pandavas stay pachmarhi exile make popular spot among religious tourists elevate height surround bewitch forest satpuras stream waterfalls pachmarhi perfect weekend getaway nearby cities madhya pradesh maharashtra since town discover develop modern time captain jam forsyth british army house charm church build colonial style architecture
Coonoor,"  One of the three beautiful Nilgiri hill stations, Coonoor is the second largest hill station of the Western Ghats. It is situated at an altitude of 1930 meters and just 19 km from Ooty. With slopes of tea plantations, dotted with many attractions and blessed with chilly weather throughout the year, this place is a perfect summer retreat.  Coonoor is a delightful location to have a panoramic view of the Nilgiri Hills and Catherine Falls. It is a dreamy destination for its rich greenery, the manicured hills, the Colonial culture and amazing sceneries. Coonoor also has some heritage homes and guesthouses admits the hills that's perfect for a vacation or a staycation. ",one three beautiful nilgiri hill station coonoor second largest hill station western ghats situate altitude 1930 meter 19 km ooty slop tea plantations dot many attractions bless chilly weather throughout year place perfect summer retreat coonoor delightful location panoramic view nilgiri hill catherine fall dreamy destination rich greenery manicure hill colonial culture amaze sceneries coonoor also heritage home guesthouses admit hill perfect vacation staycation
Lakshadweep Island,"  Formerly known as Laccadive Islands, Lakshadweep translates to 'one hundred thousand islands' in Malayalam. Home to a few of the most beautiful and exotic islands and beaches of India, Lakshadweep lies 400km off the southwest coast of the Arabian Sea. The smallest union territory of India has only 36 islands having a total area of 32 sq. kilometres. It's made up of 12 atolls, 3 reefs and 5 submerged banks out of which ten Islands are inhabited.  Lakshadweep is typically accessed from Kochi (Kerala) and a permit is required to visit Lakshadweep for all tourists (including Indians). After permit, Indians are permitted to visit all islands, however, even after permit, foreigners are permitted to just visit Agatti, Bangaram and Kadmat Islands. Permits can be obtained from Kochi itself.Perhaps the charm of Lakshadweep islands lies in their remoteness. Far off the beaten track, they attract no hordes of merrymakers to their shores. The islands, though all equally mystical and beautiful, each offers a unique blend of tourist spots. Some islands have been promoted for diving and water sports, still, others have been developed so that people enjoy the charm of relaxation.",formerly know laccadive islands lakshadweep translate one hundred thousand islands malayalam home beautiful exotic islands beach india lakshadweep lie 400km southwest coast arabian sea smallest union territory india 36 islands total area 32 sq kilometres make 12 atolls 3 reef 5 submerge bank ten islands inhabit lakshadweep typically access kochi kerala permit require visit lakshadweep tourists include indians permit indians permit visit islands however even permit foreigners permit visit agatti bangaram kadmat islands permit obtain kochi perhaps charm lakshadweep islands lie remoteness far beat track attract hordes merrymakers shore islands though equally mystical beautiful offer unique blend tourist spot islands promote dive water sport still others develop people enjoy charm relaxation
Kalimpong,"  Kalimpong is a virgin hill station in West Bengal renowned for its panoramic valley views, Buddhists monasteries and churches and Tibetan handicrafts etc. 50 minutes east ofÊDarjeeling, Kalimpong is a hill station on the foothills of Shivalik ranges at an altitude of 1250 m overlooking the Teesta Valley. People say that the area was ruled by Bhutanese kings and was a forward post of the Bhutanese Army till the 19th century. Dotted with ancient Buddhist monasteries, centuries old churches and exquisite revered temples Kalimpong marks the Bhutanese history till it was wrested by British rulers. The Jang Dong Palriffo Brang (Monastery), Thongsa Gompa (Bhutanese Monastery) are some famous places to visit. Also make sure to visit the flower markets famous for its orchids and lovely bright flowers.",kalimpong virgin hill station west bengal renowned panoramic valley view buddhists monasteries church tibetan handicrafts etc 50 minutes east darjeeling kalimpong hill station foothills shivalik range altitude 1250 overlook teesta valley people say area rule bhutanese kings forward post bhutanese army till 19th century dot ancient buddhist monasteries centuries old church exquisite revere temples kalimpong mark bhutanese history till wrest british rulers jang dong palriffo brang monastery thongsa gompa bhutanese monastery famous place visit also make sure visit flower market famous orchids lovely bright flower
Kurseong,"  Also known as the 'Land of White Orchids', Kurseong is a hill station located close to Darjeeling famous for its waterfalls, temples and Buddhist gompas apart from the excellent view that the place provides. Perched on the Siliguri-Darjeeling highway, Kurseong is a quiet hill station. Kurseong enjoys milder and pleasant weather most times of the year. During the monsoon season the rain-gods are more than generous as the town receives non-stop rains for days. The rains are in fact much needed for the flora and fauna of the area. Kurseong, the 'Land of White Orchids', gets its name from the flowers found in abundance on its hill-slopes. It's difficult not to fall in love with the view of tea plantations, lush green forests in the panoramic setting of snow-clad mountains. At sunset, you can see an amalgamation of the most beautiful colors in the sky. You can see the British remnants in the form of churches and school in the town. This small hill-town makes for a great stopover for tourists looking for a more peaceful alternative to Darjeeling.",also know land white orchids kurseong hill station locate close darjeeling famous waterfalls temples buddhist gompas apart excellent view place provide perch siliguri darjeeling highway kurseong quiet hill station kurseong enjoy milder pleasant weather time year monsoon season rain gods generous town receive non stop rain days rain fact much need flora fauna area kurseong land white orchids get name flower find abundance hill slop difficult fall love view tea plantations lush green forest panoramic set snow clothe mountains sunset see amalgamation beautiful color sky see british remnants form church school town small hill town make great stopover tourists look peaceful alternative darjeeling
